7.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.879377126693725586e-01,5.879377126693725586e-01,3.928476274013519287e-01,3.928476274013519287e-01,3.826829999999999954e-01,9.238800000000000345e-01,0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.706679999999999975e+00,1.626829999999999998e+00,8.524190000000000378e-01
0.000000000000000000e+00,-4.814600000000002211e-01,3.628200000000001424e-01,-1.667599999999997973e-01,-5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.252010000000000067e+00,3.996060000000000167e-01,1.566400000000000015e-01
3.400000000000000000e+01,6.710300000000000153e-01,-2.931000000000061334e-02,1.167200000000001570e-01,7.071067690849304199e-01,-7.850476055698226742e-17,-7.071067690849304199e-01,-7.850476055698226742e-17,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,2.220449999999999921e-16,1.000000000000000000e+00,0.000000000000000000e+00,1.602300000000000058e+00,1.437780000000000058e+00,4.544090000000000074e-01
4.000000000000000000e+00,-9.008100000000016649e-01,-7.188000000000016598e-02,-1.673499999999998877e-01,7.071067690849304199e-01,-7.850476055698226742e-17,-7.071067690849304199e-01,-7.850476055698226742e-17,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,2.220449999999999921e-16,1.000000000000000000e+00,0.000000000000000000e+00,1.244779999999999998e+00,4.444460000000000077e-01,1.206890000000000046e-01
1.800000000000000000e+01,-6.576000000000092882e-02,-8.390500000000002956e-01,-4.261099999999999888e-01,5.555704832077026367e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.314694166183471680e-01,-3.826829999999999954e-01,9.238800000000000345e-01,0.000000000000000000e+00,-9.238800000000000345e-01,-3.826829999999999954e-01,0.000000000000000000e+00,3.005490000000000106e-01,8.391479999999999773e-02,6.625970000000000470e-02
2.800000000000000000e+01,4.842999999999975103e-02,1.007839999999999847e+00,5.826000000000020052e-02,-5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.541749999999999954e+00,9.502190000000000358e-01,3.878289999999999793e-01
3.900000000000000000e+01,-4.019300000000001205e-01,-8.614000000000001656e-01,-4.865279999999998495e-01,0.000000000000000000e+00,1.110225009858626668e-16,1.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,2.220449999999999921e-16,0.000000000000000000e+00,2.220449999999999921e-16,1.000000000000000000e+00,0.000000000000000000e+00,4.672470000000000234e-01,2.985860000000000181e-01,2.694090000000000026e-02
2.600000000000000000e+01,-4.101600000000011903e-01,-8.311800000000002520e-01,-5.805189999999998962e-01,0.000000000000000000e+00,1.110225009858626668e-16,1.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,2.220449999999999921e-16,0.000000000000000000e+00,2.220449999999999921e-16,1.000000000000000000e+00,0.000000000000000000e+00,2.247099999999999931e-01,1.615689999999999904e-01,9.103189999999999893e-02
2.100000000000000000e+01,-2.484000000000108344e-02,1.009199999999994546e-01,-1.218238999999999850e+00,7.071067690849304199e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.071067690849304199e-01,2.220449999999999921e-16,1.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,2.220449999999999921e-16,0.000000000000000000e+00,1.268829999999999902e+00,9.852199999999999847e-01,2.466889999999999916e-01
3.900000000000000000e+01,-7.928300000000003678e-01,-8.462000000000000632e-01,-3.940399999999999459e-01,5.879377126693725586e-01,3.928476274013519287e-01,-5.879377126693725586e-01,3.928476274013519287e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-9.238800000000000345e-01,3.826829999999999954e-01,0.000000000000000000e+00,9.633880000000000221e-02,9.323009999999999631e-02,2.984650000000000150e-02
3.400000000000000000e+01,-3.588000000000004519e-01,-1.216580000000000439e+00,1.733700000000000241e-01,5.000000000000000000e-01,5.000000000000000000e-01,-5.000000000000000000e-01,5.000000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,2.220449999999999921e-16,0.000000000000000000e+00,6.704219999999999624e-01,4.297560000000000269e-01,1.003219999999999945e-01
3.900000000000000000e+01,-3.934200000000007691e-01,-8.618100000000001870e-01,-9.505159999999999165e-01,7.850476055698226742e-17,7.850476055698226742e-17,7.071067690849304199e-01,7.071067690849304199e-01,-1.000000000000000000e+00,2.220449999999999921e-16,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,4.720650000000000124e-01,4.600679999999999770e-01,2.997199999999999864e-01
7.000000000000000000e+00,7.482799999999993901e-01,-1.052170000000000272e+00,3.925000000000000711e-01,5.879377126693725586e-01,5.879377126693725586e-01,3.928476274013519287e-01,3.928476274013519287e-01,3.826829999999999954e-01,9.238800000000000345e-01,0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.962949999999999973e+00,1.799900000000000055e+00,1.230949999999999989e+00
1.000000000000000000e+00,-8.202600000000010994e-01,1.036760000000000126e+00,-3.138599999999998058e-01,5.879377126693725586e-01,3.928476274013519287e-01,-5.879377126693725586e-01,3.928476274013519287e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-9.238800000000000345e-01,3.826829999999999954e-01,0.000000000000000000e+00,8.464399999999999702e-02,7.836640000000000272e-02,6.511519999999999808e-02
3.900000000000000000e+01,-7.630700000000008032e-01,-1.051090000000000302e+00,-4.346299999999998498e-01,8.314694762229919434e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.555704832077026367e-01,3.826829999999999954e-01,9.238800000000000345e-01,0.000000000000000000e+00,-9.238800000000000345e-01,3.826829999999999954e-01,0.000000000000000000e+00,1.009759999999999963e-01,7.308860000000000356e-02,5.621190000000000214e-02
7.000000000000000000e+00,-7.686200000000003030e-01,-1.075060000000000127e+00,-3.799699999999999189e-01,3.928476274013519287e-01,3.928476274013519287e-01,5.879377126693725586e-01,5.879377126693725586e-01,-3.826829999999999954e-01,9.238800000000000345e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,2.609890000000000265e-01,1.164229999999999987e-01,1.094299999999999995e-01
