4.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.439470000000000027e+00,3.141219999999999568e-01,2.350150000000000017e-01
2.000000000000000000e+00,-1.008800000000000807e-01,-5.325999999999986301e-02,-1.374640000000000306e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,9.126830000000000220e-01,7.498620000000000285e-01,1.339069999999999983e-01
1.000000000000000000e+00,-4.549000000000003041e-01,-9.504699999999992599e-01,-1.176350000000000229e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,2.668849999999999945e+00,1.491679999999999895e+00,1.189159999999999995e+00
2.000000000000000000e+00,-2.090610000000000746e+00,-2.771199999999991448e-01,-1.170060000000000322e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.906600000000000517e-01,5.729210000000000136e-01,1.010240000000000027e-01
1.000000000000000000e+00,2.220309999999999562e+00,-9.671199999999995356e-01,-1.382649999999999935e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,2.220449999999999921e-16,1.000000000000000000e+00,0.000000000000000000e+00,1.261610000000000120e+00,6.009419999999999762e-01,6.130169999999999370e-02
3.900000000000000000e+01,-1.640890000000000626e+00,-1.881409999999999805e+00,-1.281749999999999723e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,2.220449999999999921e-16,1.000000000000000000e+00,0.000000000000000000e+00,1.376970000000000027e+00,1.820720000000000116e-01,1.315160000000000218e-01
4.000000000000000000e+01,-2.839770000000000572e+00,-2.906699999999995399e-01,1.533000000000050989e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.890849999999999809e-01,2.643929999999999891e-01,1.206130000000000119e-01
8.000000000000000000e+00,-5.491999999999999105e-01,-4.259949999999999903e+00,3.932799999999998519e-01,2.220449999999999921e-16,1.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,2.220449999999999921e-16,0.000000000000000000e+00,4.478940000000000587e+00,2.737379999999999924e+00,1.430329999999999935e-01
8.000000000000000000e+00,-5.235300000000000509e-01,-4.163909999999999556e+00,-1.113130000000000841e+00,2.220449999999999921e-16,1.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,2.220449999999999921e-16,0.000000000000000000e+00,4.579730000000000523e+00,2.758779999999999788e+00,1.632789999999999964e+00
3.300000000000000000e+01,3.053599999999994097e-01,-3.713289999999999758e+00,-2.245790000000000397e+00,2.220449999999999921e-16,1.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,4.386600000000000499e-01,4.180279999999999552e-01,3.340510000000000423e-01
